urdu_text,roman_text
بہت مسجد میں سر مارا بہت سا ڈھونڈا بت خانا,bahut masjid men sar maara bahut sa dhunda but khana
کچھ ایسا ہو کہ جس سے منزل مقصود کو پہنچوں,kuchh aisa ho ki jis se manzil e maqsud ko pahunchun
طریق پارسایی ہووے یا ہو راہ رندانا,tariq e parsai hove ya ho rah e rindana
یہ ساری آمد و شد ہے نفس کی آمد و شد پر,ye saari amad o shud hai nafas ki amad o shud par
اسی تک آنا جانا ہے نہ پھر جانا نہ پھر آنا,isi tak aana jaana hai na phir jaana na phir aana
ظفرؔ وہ زاہد بے درد کی ہو حق سے بہتر ہے,'zafar' vo zahid e bedard ki hu haq se behtar hai
کرے گر رند درد دل سے ہاو ہویے مستانا,kare gar rind dard e dil se hav hu e mastana
نہ اس کا بھید یاری سے نہ عیاری سے ہاتھ آیا,na us ka bhed yaari se na ayyari se haath aaya
خدا آگاہ ہے دل کی خبرداری سے ہاتھ آیا,khuda agah hai dil ki khabardari se haath aaya
نہ ہوں جن کے ٹھکانے ہوش وہ منزل کو کیا پہنچے,na hon jin ke thikane hosh vo manzil ko kya pahunche
کہ رستہ ہاتھ آیا جس کی ہشیاری سے ہاتھ آیا,ki rasta haath aaya jis ki hushyari se haath aaya
ہوا حق میں ہمارے کیوں ستم گر آسماں اتنا,hua haq men hamare kyuun sitamgar asman itna
کویی پوچھے کہ ظالم کیا ستم گاری سے ہاتھ آیا,koi puchhe ki zalim kya sitamgari se haath aaya
اگرچہ مال دنیا ہاتھ بھی آیا حریصوں کے,agarche mal e duniya haath bhi aaya harison ke
تو دیکھا ہم نے کس کس ذلت و خواری سے ہاتھ آیا,to dekha ham ne kis kis zillat o khvari se haath aaya
نہ کر ظالم دل آزاری جو یہ دل منظور ہے لینا,na kar zalim dil azari jo ye dil manzur hai lena
کسی کا دل جو ہاتھ آیا تو دل داری سے ہاتھ آیا,kisi ka dil jo haath aaya to dildari se haath aaya
اگرچہ خاکساری کیمیا کا سہل نسخہ ہے,agarche khaksari kimiya ka sahl nuskha hai
ولیکن ہاتھ آیا جس کے دشواری سے ہاتھ آیا,va lekin haath aaya jis ke dushvari se haath aaya
ہویی ہرگز نہ تیرے چشم کے بیمار کو صحت,hui hargiz na tere chashm ke bimar ko sehhat
نہ جب تک زہر تیرے خط زنگاری سے ہاتھ آیا,na jab tak zahr tere khatt e zangari se haath aaya
کویی یہ وحشی رم دیدہ تیرے ہاتھ آیا تھا,koi ye vahshi e ram dida tere haath aaya tha
پر اے صیادوش دل کی گرفتاری سے ہاتھ آیا,par ai sayyad vash dil ki giraftari se haath aaya
ظفرؔ جو دو جہاں میں گوہر مقصود تھا اپنا,'zafar' jo do jahan men gauhar e maqsud tha apna
جناب فخر دیں کی وہ مددگاری سے ہاتھ آیا,janab e fakhr e din ki vo madad gari se haath aaya
نہیں عشق میں اس کا تو رنج ہمیں کہ قرار و شکیب ذرا نہ رہا,nahin ishq men is ka to ranj hamen ki qarar o shakeb zara na raha
غم عشق تو اپنا رفیق رہا کویی اور بلا سے رہا نہ رہا,gham e ishq to apna rafiq raha koi aur bala se raha na raha
دیا اپنی خودی کو جو ہم نے اٹھا وہ جو پردہ سا بیچ میں تھا نہ رہا,diya apni khudi ko jo ham ne utha vo jo parda sa biich men tha na raha
رہے پردے میں اب نہ وہ پردہ نشیں کویی دوسرا اس کے سوا نہ رہا,rahe parde men ab na vo parda nashin koi dusra us ke siva na raha
نہ تھی حال کی جب ہمیں خبر رہے دیکھتے اوروں کے عیب و ہنر,na thi haal ki jab hamen khabar rahe dekhte auron ke aib o hunar
پڑی اپنی براییوں پر جو نظر تو نگاہ میں کویی برا نہ رہا,padi apni buraiyon par jo nazar to nigah men koi bura na raha
ترے رخ کے خیال میں کون سے دن اٹھے مجھ پہ نہ فتنۂ روز جزا,tire rukh ke khayal men kaun se din uthe mujh pe na fitna e roz e jaza
تری زلف کے دھیان میں کون سی شب مرے سر پہ ہجوم بلا نہ رہا,tiri zulf ke dhyan men kaun si shab mire sar pe hujum e bala na raha
ہمیں ساغر بادہ کے دینے میں اب کرے دیر جو ساقی تو ہایے غضب,hamen saghar e bada ke dene men ab kare der jo saaqi to haae ghazab
کہ یہ عہد نشاط یہ دور طرب نہ رہے گا جہاں میں سدا نہ رہا,ki ye ahd e nashat ye daur e tarab na rahega jahan men sada na raha
کیی روز میں آج وہ مہر لقا ہوا میرے جو سامنے جلوہ نما,kai roz men aaj vo mehr liqa hua mere jo samne jalva numa
مجھے صبر و قرار ذرا نہ رہا اسے پاس حجاب و حیا نہ رہا,mujhe sabr o qarar zara na raha use pas e hijab o haya na raha
ترے خنجر و تیغ کی آب رواں ہویی جب کہ سبیل ستم زدگاں,tire khanjar o tegh ki ab e ravan hui jab ki sabil e sitam zadgan
گیے کتنے ہی قافلے خشک زباں کویی تشنۂ آب بقا نہ رہا,gae kitne hi qafile khushk zaban koi tishna e ab e baqa na raha
مجھے صاف بتایے نگار اگر تو یہ پوچھوں میں رو رو کے خون جگر,mujhe saaf batae nigar agar to ye puchhun main ro ro ke khun e jigar
ملے پاؤں سے کس کے ہیں دیدۂ تر کف پا پہ جو رنگ حنا نہ رہا,male paanv se kis ke hain dida e tar kaf e pa pe jo rang e hina na raha
اسے چاہا تھا میں نے کہ روک رکھوں مری جان بھی جایے تو جانے نہ دوں,use chaha tha main ne ki rok rakhun miri jaan bhi jaae to jaane na duun
کیے لاکھ فریب کروڑ فسوں نہ رہا نہ رہا نہ رہا نہ رہا,kiye laakh fareb karod fusun na raha na raha na raha na raha
لگے یوں تو ہزاروں ہی تیر ستم کہ تڑپتے رہے پڑے خاک پہ ہم,lage yuun to hazaron hi tir e sitam ki tadapte rahe pade khaak pe ham
ولے ناز و کرشمہ کی تیغ دو دم لگی ایسی کہ تسمہ لگا نہ رہا,vale naaz o karishma ki tegh e do dam lagi aisi ki tasma laga na raha
ظفرؔ آدمی اس کو نہ جانیے گا وہ ہو کیسا ہی صاحب فہم و ذکا,'zafar' aadmi us ko na janiyega vo ho kaisa hi sahab e fahm o zaka
جسے عیش میں یاد خدا نہ رہی جسے طیش میں خوف خدا نہ رہا,jise aish men yad e khuda na rahi jise taish men khauf e khuda na raha
نباہ بات کا اس حیلہ گر سے کچھ نہ ہوا,nibah baat ka us hila gar se kuchh na hua
ادھر سے کیا نہ ہوا پر ادھر سے کچھ نہ ہوا,idhar se kya na hua par udhar se kuchh na hua
جواب صاف تو لاتا اگر نہ لاتا خط,javab e saf to laata agar na laata khat
لکھا نصیب کا جو نامہ بر سے کچھ نہ ہوا,likha nasib ka jo nama bar se kuchh na hua
ہمیشہ فتنے ہی برپا کیے مرے سر پر,hamesha fitne hi barpa kiye mire sar par
ہوا یہ اور تو اس فتنہ گر سے کچھ نہ ہوا,hua ye aur to us fitna gar se kuchh na hua
بلا سے گریۂ شب تو ہی کچھ اثر کرتا,bala se girya e shab tu hi kuchh asar karta
اگرچہ عشق میں آہ سحر سے کچھ نہ ہوا,agarche ishq men ah e sahar se kuchh na hua
جلا جلا کے کیا شمع ساں تمام مجھے,jala jala ke kiya shama saan tamam mujhe
بس اور تو مجھے سوز جگر سے کچھ نہ ہوا,bas aur to mujhe soz e jigar se kuchh na hua
رہیں عدو سے وہی گرم جوشیاں اس کی,rahin adu se vahi garm joshiyan us ki
اس آہ سرد اور اس چشم تر سے کچھ نہ ہوا,is ah e sard aur is chashm e tar se kuchh na hua
اٹھایا عشق میں کیا کیا نہ درد سر میں نے,uthaya ishq men kya kya na dard e sar main ne
حصول پر مجھے اس درد سر سے کچھ نہ ہوا,husul par mujhe us dard e sar se kuchh na hua
شب وصال میں بھی میری جان کو آرام,shab e visal men bhi meri jaan ko aram
عزیزو درد جدایی کے ڈر سے کچھ نہ ہوا,azizo dard e judai ke dar se kuchh na hua
نہ دوں گا دل اسے میں یہ ہمیشہ کہتا تھا,na dunga dil use main ye hamesha kahta tha
وہ آج لے ہی گیا اور ظفرؔ سے کچھ نہ ہوا,vo aaj le hi gaya aur 'zafar' se kuchh na hua
پان کھا کر سرمہ کی تحریر پھر کھینچی تو کیا,paan kha kar surma ki tahrir phir khinchi to kya
جب مرا خوں ہو چکا شمشیر پھر کھینچی تو کیا,jab mira khuun ho chuka shamshir phir khinchi to kya
اے مہوس جب کہ زر تیرے نصیبوں میں نہیں,ai muhavvis jab ki zar tere nasibon men nahin
تو نے محنت بھی پیے اکسیر پھر کھینچی تو کیا,tu ne mehnat bhi pai e iksir phir khinchi to kya
گر کھنچے سینہ سے ناوک روح تو قالب سے کھینچ,gar khinche siine se navak ruuh tu qalib se khinch
اے اجل جب کھنچ گیا وہ تیر پھر کھینچی تو کیا,ai ajal jab khinch gaya vo tiir phir khinchi to kya
کھینچتا تھا پاؤں میرا پہلے ہی زنجیر سے,khinchta tha paanv mera pahle hi zanjir se
اے جنوں تو نے مری زنجیر پھر کھینچی تو کیا,ai junun tu ne miri zanjir phir khinchi to kya
دار ہی پر اس نے کھینچا جب سر بازار عشق,daar hi par us ne khincha jab sar e bazar e ishq
لاش بھی میری پیے تشہیر پھر کھینچی تو کیا,laash bhi meri pai e tashhir phir khinchi to kya
کھینچ اب نالہ کویی ایسا کہ ہو اس کو اثر,khinch ab naala koi aisa ki ho us ko asar
تو نے اے دل آہ پر تاثیر پھر کھینچی تو کیا,tu ne ai dil ah e pur tasir phir khinchi to kya
چاہییے اس کا تصور ہی سے نقشہ کھینچنا,chahiye us ka tasavvur hi se naqsha khinchna
دیکھ کر تصویر کو تصویر پھر کھینچی تو کیا,dekh kar tasvir ko tasvir phir khinchi to kya
کھینچ لے اول ہی سے دل کی عنان اختیار,khinch le avval hi se dil ki inan e ikhtiyar
تو نے گر اے عاشق دلگیر پھر کھینچی تو کیا,tu ne gar ai ashiq e dil gir phir khinchi to kya
کیا ہوا آگے اٹھایے گر ظفرؔ احسان عقل,kya hua aage uthae gar 'zafar' ehsan e aql
اور اگر اب منت تدبیر پھر کھینچی تو کیا,aur agar ab minnat e tadbir phir khinchi to kya
قاروں اٹھا کے سر پہ سنا گنج لے چلا,qarun utha ke sar pe suna ganj le chala
دنیا سے کیا بخیل بجز رنج لے چلا,duniya se kya bakhil ba juz ranj le chala
منت تھی بوسۂ لب شیریں کہ دل مرا,minnat thi bosa e lab e shirin ki dil mira
مجھ کو سویے مزار شکر گنج لے چلا,mujh ko su e mazar e shakar ganj le chala
ساقی سنبھالتا ہے تو جلدی مجھے سنبھال,saaqi sambhalta hai to jaldi mujhe sambhal
ورنہ اڑا کے پاں نشۂ بنج لے چلا,varna uda ke paan nasha e banj le chala
دوڑا کے ہاتھ چھاتی پہ ہم ان کی یوں پھرے,dauda ke haath chhati pe ham un ki yuun phire
جیسے کویی چور آ کے ہو نارنج لے چلا,jaise koi chor aa ke ho naranj le chala
چوسر کا لطف یہ ہے کہ جس وقت پو پڑے,chausar ka lutf ye hai ki jis vaqt po pade
ہم بر چہار بولے تو برپنج لے چلا,ham bar chahar bole to bar panj le chala
جس دم ظفرؔ نے پڑھ کے غزل ہاتھ سے رکھی,jis dam 'zafar' ne padh ke ghazal haath se rakhi
آنکھوں پہ رکھ ہر ایک سخن سنج لے چلا,ankhon pe rakh har ek sukhan sanj le chala
رخ جو زیر سنبل پر پیچ و تاب آ جایے گا,rukh jo zer e sumbul e pur pech o tab aa jaega
پھر کے برج سنبلہ میں آفتاب آ جایے گا,phir ke burj e sumbule men aftab aa jaega
تیرا احساں ہوگا قاصد گر شتاب آ جایے گا,tera ehsan hoga qasid gar shitab aa jaega
صبر مجھ کو دیکھ کر خط کا جواب آ جایے گا,sabr mujh ko dekh kar khat ka javab aa jaega
ہو نہ بیتاب اتنا گر اس کا عتاب آ جایے گا,ho na betab itna gar us ka itaab aa jaega
تو غضب میں اے دل خانہ خراب آ جایے گا,tu ghazab men ai dil e khana kharab aa jaega
اس قدر رونا نہیں بہتر بس اب اشکوں کو روک,is qadar rona nahin behtar bas ab ashkon ko rok
ورنہ طوفاں دیکھ اے چشم پر آب آ جایے گا,varna tufan dekh ai chashm e pur ab aa jaega
پیش ہووے گا اگر تیرے گناہوں کا حساب,pesh hovega agar tere gunahon ka hisab
تنگ ظالم عرصۂ روز حساب آ جایے گا,tang zalim arsa e roz e hisab aa jaega
دیکھ کر دست ستم میں تیری تیغ آب دار,dekh kar dast e sitam men teri tegh e abdar
میرے ہر زخم جگر کے منہ میں آب آ جایے گا,mere har zakhm e jigar ke munh men aab aa jaega
اپنی چشم مست کی گردش نہ اے ساقی دکھا,apni chashm e mast ki gardish na ai saaqi dikha
دیکھ چکر میں ابھی جام شراب آ جایے گا,dekh chakkar men abhi jam e sharab aa jaega
خوب ہوگا ہاں جو سینہ سے نکل جایے گا تو,khuub hoga haan jo siine se nikal jaega tu
چین مجھ کو اے دل پر اضطراب آ جایے گا,chain mujh ko ai dil e pur iztirab aa jaega
اے ظفرؔ اٹھ جایے گا جب پردہ شرم و حجاب,ai 'zafar' uth jaega jab parda e sharm o hijab
سامنے وہ یار میرے بے حجاب آ جایے گا,samne vo yaar mere be hijab aa jaega
سب رنگ میں اس گل کی مرے شان ہے موجود,sab rang men us gul ki mire shaan hai maujud
غافل تو ذرا دیکھ وہ ہر آن ہے موجود,ghafil tu zara dekh vo har aan hai maujud
ہر تار کا دامن کے مرے کر کے تبرک,har taar ka daman ke mire kar ke tabarruk
سربستہ ہر اک خار بیابان ہے موجود,sar basta har ik khar e bayaban hai maujud
عریانی تن ہے یہ بہ از خلعت شاہی,uryani e tan hai ye ba az khilat e shahi
ہم کو یہ ترے عشق میں سامان ہے موجود,ham ko ye tire ishq men saman hai maujud
کس طرح لگاوے کویی داماں کو ترے ہاتھ,kis tarah lagave koi daman ko tire haath
ہونے کو تو اب دست و گریبان ہے موجود,hone ko tu ab dast o gareban hai maujud
لیتا ہی رہا رات ترے رخ کی بلاییں,leta hi raha raat tire rukh ki balaen
تو پوچھ لے یہ زلف پریشان ہے موجود,tu puchh le ye zulf e pareshan hai maujud
تم چشم حقیقت سے اگر آپ کو دیکھو,tum chashm e haqiqat se agar aap ko dekho
آیینۂ حق میں دل انسان ہے موجود,aina e haq men dil e insan hai maujud
کہتا ہے ظفرؔ ہیں یہ سخن آگے سبھوں کے,kahta hai 'zafar' hain ye sukhan aage sabhon ke
جو کویی یہاں صاحب عرفان ہے موجود,jo koi yahan sahib e irfan hai maujud
شانے کی ہر زباں سے سنے کویی لاف زلف,shane ki har zaban se sune koi laf e zulf
چیرے ہے سینہ رات کو یہ موشگاف زلف,chire hai siina raat ko ye mu shigaf e zulf
جس طرح سے کہ کعبہ پہ ہے پوشش سیاہ,jis tarah se ki kaabe pe hai poshish e siyah
اس طرح اس صنم کے ہے رخ پر غلاف زلف,is tarah is sanam ke hai rukh par ghilaf e zulf
برہم ہے اس قدر جو مرے دل سے زلف یار,barham hai is qadar jo mire dil se zulf e yar
شامت زدہ نے کیا کیا ایسا خلاف زلف,shamat zada ne kya kiya aisa khilaf e zulf
مطلب نہ کفر و دیں سے نہ دیر و حرم سے کام,matlab na kufr o diin se na dair o haram se kaam
کرتا ہے دل طواف عذار و طواف زلف,karta hai dil tavaf e izar o tavaf e zulf
ناف غزال چیں ہے کہ ہے نافۂ تتار,naf e ghazal e chin hai ki hai nafa e tatar
کیونکر کہوں کہ ہے گرہ زلف ناف زلف,kyunkar kahun ki hai girah e zulf naf e zulf
آپس میں آج دست و گریباں ہے روز و شب,aapas men aaj dast o gareban hai roz o shab
اے مہروش زری کا نہیں مویے باف زلف,ai mehr vash zari ka nahin mu e baf e zulf
کہتا ہے کویی جیم کویی لام زلف کو,kahta hai koi jiim koi laam zulf ko
کہتا ہوں میں ظفرؔ کہ مسطح ہے کاف زلف,kahta huun main 'zafar' ki musattah hai kaf e zulf
شمشیر برہنہ مانگ غضب بالوں کی مہک پھر ویسی ہی,shamshir e barhana maang ghazab balon ki mahak phir vaisi hi
جوڑے کی گندھاوٹ قہر خدا بالوں کی مہک پھر ویسی ہی,juude ki gundhavat qahr e khuda balon ki mahak phir vaisi hi
آنکھیں ہیں کٹورا سی وہ ستم گردن ہے صراحی دار غضب,ankhen hain katora si vo sitam gardan hai surahi dar ghazab
اور اسی میں شراب سرخی پاں رکھتی ہے جھلک پھر ویسی ہی,aur usi men sharab e surkhi e pan rakhti hai jhalak phir vaisi hi
ہر بات میں اس کی گرمی ہے ہر ناز میں اس کے شوخی ہے,har baat men us ki garmi hai har naaz men us ke shokhi hai
قامت ہے قیامت چال پری چلنے میں پھڑک پھر ویسی ہی,qamat hai qayamat chaal pari chalne men phadak phir vaisi hi
گر رنگ بھبوکا آتش ہے اور بینی شعلۂ سرکش ہے,gar rang bhabuka atish hai aur biini shola e sarkash hai
تو بجلی سی کوندے ہے پری عارض کی چمک پھر ویسی ہی,to bijli si kaunde hai pari aariz ki chamak phir vaisi hi
نوخیز کچیں دو غنچہ ہیں ہے نرم شکم اک خرمن گل,nau khez kuchen do ghuncha hain hai narm shikam ik khirman e gul
باریک کمر جو شاخ گل رکھتی ہے لچک پھر ویسی ہی,barik kamar jo shakh e gul rakhti hai lachak phir vaisi hi
ہے ناف کویی گرداب بلا اور گول سریں رانیں ہیں صفا,hai naaf koi girdab e bala aur gol surin ranen hain safa
ہے ساق بلوریں شمع ضیا پاؤں کی کفک پھر ویسی ہی,hai saaq bilorin sham e ziya paanv ki kafak phir vaisi hi
محرم ہے حباب آب رواں سورج کی کرن ہے اس پہ لپٹ,mahram hai habab e ab e ravan suraj ki kiran hai us pe lipat
جالی کی کرتی ہے وہ بلا گوٹے کی دھنک پھر ویسی ہی,jaali ki kurti hai vo bala gote ki dhanak phir vaisi hi
وہ گایے تو آفت لایے ہے ہر تال میں لیوے جان نکال,vo gaae to aafat laae hai har taal men leve jaan nikal
ناچ اس کا اٹھایے سو فتنے گھنگرو کی جھنک پھر ویسی ہی,naach us ka uthae sau fitne ghungru ki jhanak phir vaisi hi
ہر بات پہ ہم سے وہ جو ظفرؔ کرتا ہے لگاوٹ مدت سے,har baat pe ham se vo jo 'zafar' karta hai lagavat muddat se
اور اس کی چاہت رکھتے ہیں ہم آج تلک پھر ویسی ہی,aur us ki chahat rakhte hain ham aaj talak phir vaisi hi
تفتہ جانوں کا علاج اے اہل دانش اور ہے,tufta janon ka ilaaj ai ahl e danish aur hai
عشق کی آتش بلا ہے اس کی سوزش اور ہے,ishq ki atish bala hai us ki sozish aur hai
کیوں نہ وحشت میں چبھے ہر مو بشکل نیش تیز,kyuun na vahshat men chubhe har mu ba shakl e nish tez
خار غم کی تیرے دیوانے کی کاوش اور ہے,khar e gham ki tere divane ki kavish aur hai
مطربو باساز آؤ تم ہماری بزم میں,mutribo ba saz aao tum hamari bazm men
ساز و ساماں سے تمہاری اتنی سازش اور ہے,saz o saman se tumhari itni sazish aur hai
تھوکتا بھی دختر رز پر نہیں مست الست,thukta bhi dukhtar e raz par nahin mast e alast
جو کہ ہے اس فاحشہ پر غش وہ فاحش اور ہے,jo ki hai us fahisha par ghash vo fahish aur hai
تاب کیا ہمتاب ہووے اس سے خورشید فلک,taab kya ham tab hove us se khurshid e falak
آفتاب داغ دل کی اپنے تابش اور ہے,aftab e dagh e dil ki apne tabish aur hai
سب مٹا دیں دل سے ہیں جتنی کہ اس میں خواہشیں,sab mita den dil se hain jitni ki us men khvahishen
گر ہمیں معلوم ہو کچھ اس کی خواہش اور ہے,gar hamen malum ho kuchh us ki khvahish aur hai
ابر مت ہم چشم ہونا چشم دریا بار سے,abr mat ham chashm hona chashm e dariya bar se
تیری بارش اور ہے اور اس کی بارش اور ہے,teri barish aur hai aur us ki barish aur hai
ہے تو گردش چرخ کی بھی فتنہ انگیزی میں طاق,hai to gardish charkh ki bhi fitna angezi men taaq
تیری چشم فتنہ زا کی لیک گردش اور ہے,teri chashm e fitna za ki lek gardish aur hai
بت پرستی جس سے ہووے حق پرستی اے ظفرؔ,but parasti jis se hove haq parasti ai 'zafar'
کیا کہوں تجھ سے کہ وہ طرز پرستش اور ہے,kya kahun tujh se ki vo tarz e parastish aur hai
ٹکڑے نہیں ہیں آنسوؤں میں دل کے چار پانچ,tukde nahin hain ansuon men dil ke chaar panch
سرخاب بیٹھے پانی میں ہیں مل کے چار پانچ,surkhab baithe paani men hain mil ke chaar panch
منہ کھولے ہیں یہ زخم جو بسمل کے چار پانچ,munh khole hain ye zakhm jo bismil ke chaar panch
پھر لیں گے بوسے خنجر قاتل کے چار پانچ,phir lenge bose khanjar e qatil ke chaar panch
کہنے ہیں مطلب ان سے ہمیں دل کے چار پانچ,kahne hain matlab un se hamen dil ke chaar panch
کیا کہیے ایک منہ ہیں وہاں مل کے چار پانچ,kya kahiye ek munh hain vahan mil ke chaar panch
دریا میں گر پڑا جو مرا اشک ایک گرم,dariya men gir pada jo mira ashk ek garm
بت خانے لب پہ ہو گیے ساحل کے چار پانچ,but khane lab pe ho gae sahil ke chaar panch
دو چار لاشے اب بھی پڑے تیرے در پہ ہیں,do char lashe ab bhi pade tere dar pe hain
اور آگے دب چکے ہیں تلے گل کے چار پانچ,aur aage dab chuke hain tale gil ke chaar panch
راہیں ہیں دو مجاز و حقیقت ہے جن کا نام,rahen hain do majaz o haqiqat hai jin ka naam
رستے نہیں ہیں عشق کی منزل کے چار پانچ,raste nahin hain ishq ki manzil ke chaar panch
رنج و تعب مصیبت و غم یاس و درد و داغ,ranj o taab musibat o gham yaas o dard o daagh
آہ و فغاں رفیق ہیں یہ دل کے چار پانچ,aah o fughan rafiq hain ye dil ke chaar panch
دو تین جھٹکے دوں جوں ہی وحشت کے زور میں,do tiin jhatke duun juun hi vahshat ke zor men
زنداں میں ٹکڑے ہوویں سلاسل کے چار پانچ,zindan men tukde hoven salasil ke chaar panch
فرہاد و قیس و وامق و عذرا تھے چار دوست,farhad o qais o vamiq o azra the chaar dost
اب ہم بھی آ ملے تو ہویے مل کے چار پانچ,ab ham bhi aa mile to hue mil ke chaar panch
ناز و ادا و غمزہ نگہ پنجۂ مژہ,naaz o ada o ghamza nigah panja e mizha
ماریں ہیں ایک دل کو یہ پل پل کے چار پانچ,maren hain ek dil ko ye pil pil ke chaar panch
ایما ہے یہ کہ دیویں گے نو دن کے بعد دل,iima hai ye ki devenge nau din ke baad dil
لکھ بھیجے خط میں شعر جو بیدل کے چار پانچ,likh bheje khat men sher jo be dil ke chaar panch
ہیرے کے نورتن نہیں تیرے ہویے ہیں جما,hiire ke nau ratan nahin tere hue hain jama
یہ چاندنی کے پھول مگر کھل کے چار پانچ,ye chandni ke phuul magar khil ke chaar panch
مینایے نہہ فلک ہے کہاں بادۂ نشاط,mina e nuh falak hai kahan bada e nashat
شیشے ہیں یہ تو زہر ہلاہل کے چار پانچ,shishe hain ye to zahr e halahal ke chaar panch
ناخن کریں ہیں زخموں کو دو دو ملا کے ایک,nakhun karen hain zakhmon ko do do mila ke ek
تھے آٹھ دس سو ہو گیے اب چھل کے چار پانچ,the aath das so ho gae ab chhil ke chaar panch
گر انجم فلک سے بھی تعداد کیجیے,gar anjum e falak se bhi tadad kijiye
نکلیں زیادہ داغ مرے دل کے چار پانچ,niklen ziyada daagh mire dil ke chaar panch
ماریں جو سر پہ سل کو اٹھا کر قلق سے ہم,maren jo sar pe sil ko utha kar qalaq se ham
دس پانچ ٹکڑے سر کے ہوں اور سل کے چار پانچ,das panch tukde sar ke hon aur sil ke chaar panch
مان اے ظفرؔ تو پنج تن و چار یار کو,maan ai 'zafar' tu panj tan o char yar ko
ہیں صدر دین کی یہی محفل کے چار پانچ,hain sadar e din ki yahi mahfil ke chaar panch
واں ارادہ آج اس قاتل کے دل میں اور ہے,vaan irada aaj us qatil ke dil men aur hai
اور یہاں کچھ آرزو بسمل کے دل میں اور ہے,aur yahan kuchh aarzu bismil ke dil men aur hai
وصل کی ٹھہراوے ظالم تو کسی صورت سے آج,vasl ki thahrave zalim to kisi surat se aaj
ورنہ ٹھہری کچھ ترے مایل کے دل میں اور ہے,varna thahri kuchh tire maail ke dil men aur hai
ہے ہلال و بدر میں اک نور پر جو روشنی,hai hilal o badr men ik nuur par jo raushni
دل میں ناقص کے ہے وہ کامل کے دل میں اور ہے,dil men naqis ke hai vo kamil ke dil men aur hai
پہلے تو ملتا ہے دل داری سے کیا کیا دل ربا,pahle to milta hai dildari se kya kya dilruba
باندھتا منصوبے پھر وہ مل کے دل میں اور ہے,bandhta mansube phir vo mil ke dil men aur hai
ہے مجھے بعد از سوال بوسہ خواہش وصل کی,hai mujhe bad az saval e bosa khvahish vasl ki
یہ تمنا ایک اس سایل کے دل میں اور ہے,ye tamanna ek is saail ke dil men aur hai
گو وہ محفل میں نہ بولا پا گیے چتون سے ہم,go vo mahfil men na bola pa gae chitvan se ham
آج کچھ اس رونق محفل کے دل میں اور ہے,aaj kuchh us raunaq e mahfil ke dil men aur hai
یوں تو ہے وہ ہی دل عالم کے دل میں اے ظفرؔ,yuun to hai vo hi dil e alam ke dil men ai 'zafar'
اس کا عالم مرد صاحب دل کے دل میں اور ہے,us ka aalam mard e sahab dil ke dil men aur hai
واں رسایی نہیں تو پھر کیا ہے,vaan rasai nahin to phir kya hai
یہ جدایی نہیں تو پھر کیا ہے,ye judai nahin to phir kya hai
ہو ملاقات تو صفایی سے,ho mulaqat to safai se
اور صفایی نہیں تو پھر کیا ہے,aur safai nahin to phir kya hai
دل ربا کو ہے دل ربایی شرط,dilruba ko hai dilrubai shart
دل ربایی نہیں تو پھر کیا ہے,dilrubai nahin to phir kya hai
گلہ ہوتا ہے آشنایی میں,gila hota hai ashnai men
آشنایی نہیں تو پھر کیا ہے,ashnai nahin to phir kya hai
اللہ اللہ رے ان بتوں کا غرور,allah allah re un buton ka ghurur
یہ خدایی نہیں تو پھر کیا ہے,ye khudai nahin to phir kya hai
موت آیی تو ٹل نہیں سکتی,maut aai to tal nahin sakti
اور آیی نہیں تو پھر کیا ہے,aur aai nahin to phir kya hai
مگس قاب اغنیا ہونا ہے,magas e qab aghniya hona hai
بے حیایی نہیں تو پھر کیا ہے,be hayai nahin to phir kya hai
بوسۂ لب دل شکستہ کو,bosa e lab dil e shikasta ko
مومیایی نہیں تو پھر کیا ہے,momyai nahin to phir kya hai
نہیں رونے میں گر ظفرؔ تاثیر,nahin rone men gar 'zafar' tasir
جگ ہنسایی نہیں تو پھر کیا ہے,jag hansai nahin to phir kya hai
واقف ہیں ہم کہ حضرت غم ایسے شخص ہیں,vaqif hain ham ki hazrat e gham aise shakhs hain
اور پھر ہم ان کے یار ہیں ہم ایسے شخص ہیں,aur phir ham un ke yaar hain ham aise shakhs hain
دیوانے تیرے دشت میں رکھیں گے جب قدم,divane tere dasht men rakkhenge jab qadam
مجنوں بھی لے گا ان کے قدم ایسے شخص ہیں,majnun bhi lega un ke qadam aise shakhs hain
جن پہ ہوں ایسے ظلم و ستم ہم نہیں وہ لوگ,jin pe hon aise zulm o sitam ham nahin vo log
ہوں روز بلکہ لطف و کرم ایسے شخص ہیں,hon roz balki lutf o karam aise shakhs hain
یوں تو بہت ہیں اور بھی خوبان دل فریب,yuun to bahut hain aur bhi khuban e dil fareb
پر جیسے پر فن آپ ہیں کم ایسے شخص ہیں,par jaise pur fan aap hain kam aise shakhs hain
کیا کیا جفا کشوں پہ ہیں ان دلبروں کے ظلم,kya kya jafa kashon pe hain un dilbaron ke zulm
ایسوں کے سہتے ایسے ستم ایسے شخص ہیں,aison ke sahte aise sitam aise shakhs hain
دیں کیا ہے بلکہ دیجیے ایمان بھی انہیں,diin kya hai balki dijiye iman bhi unhen
زاہد یہ بت خدا کی قسم ایسے شخص ہیں,zahid ye but khuda ki qasam aise shakhs hain
آزردہ ہوں عدو کے جو کہنے پہ اے ظفرؔ,azurda huun adu ke jo kahne pe ai 'zafar'
