urdu_text,roman_text
تجھے دیکھ کر وہ دویی اٹھ گیی ہے,use dekh kar aur ko phir jo dekhe
کہ اپنا بھی ثانی نہ دیکھا نہ دیکھا,koi dekhne vaala aisa na dekha
ان آنکھوں کے قربان جاؤں جنہوں نے,vo tha jalva ara magar tu ne muusa
ہزاروں حجابوں میں پروانہ دیکھا,na dekha na dekha na dekha na dekha
نہ ہمت نہ قسمت نہ دل ہے نہ آنکھیں,gaya karvan chhod kar mujh ko tanha
نہ ڈھونڈا نہ پایا نہ سمجھا نہ دیکھا,zara mere aane ka rasta na dekha
مریضان الفت کی کیا بے کسی ہے,kahan naqsh e avval kahan naqsh e sani
مسیحا کو بھی چارہ فرما نہ دیکھا,khuda ki khudai men tujh sa na dekha
بہت درد مندوں کو دیکھا ہے تو نے,tiri yaad hai ya hai tera tasavvur
یہ سینہ یہ دل یہ کلیجا نہ دیکھا,kabhi 'dagh' ko ham ne tanha na dekha
وہ کب دیکھ سکتا ہے اس کی تجلی,is ada se vo jafa karte hain
جس انسان نے اپنا ہی جلوا نہ دیکھا,koi jaane ki vafa karte hain
بہت شور سنتے تھے اس انجمن کا,yuun vafa ahd e vafa karte hain
یہاں آ کے جو کچھ سنا تھا نہ دیکھا,aap kya kahte hain kya karte hain
صفایی ہے باغ محبت میں ایسی,ham ko chhedoge to pachhtaoge
کہ باد صبا نے بھی تنکا نہ دیکھا,hansne valon se hansa karte hain
اسے دیکھ کر اور کو پھر جو دیکھے,nama bar tujh ko saliqa hi nahin
کویی دیکھنے والا ایسا نہ دیکھا,kaam baton men bana karte hain
وہ تھا جلوہ آرا مگر تو نے موسی,chaliye ashiq ka janaza uttha
نہ دیکھا نہ دیکھا نہ دیکھا نہ دیکھا,aap baithe hue kya karte hain
گیا کارواں چھوڑ کر مجھ کو تنہا,ye batata nahin koi mujh ko
ذرا میرے آنے کا رستا نہ دیکھا,dil jo aata hai to kya karte hain
کہاں نقش اول کہاں نقش ثانی,husn ka haq nahin rahta baaqi
خدا کی خدایی میں تجھ سا نہ دیکھا,har ada men vo ada karte hain
تری یاد ہے یا ہے تیرا تصور,tiir akhir badal e kafir hai
کبھی داغؔ کو ہم نے تنہا نہ دیکھا,ham akhir aaj dua karte hain
اس ادا سے وہ جفا کرتے ہیں,rote hain ghair ka rona pahron
کویی جانے کہ وفا کرتے ہیں,ye hansi mujh se hansa karte hain
یوں وفا عہد وفا کرتے ہیں,is liye dil ko laga rakkha hai
آپ کیا کہتے ہیں کیا کرتے ہیں,is men mahbub raha karte hain
ہم کو چھیڑوگے تو پچھتاؤگے,tum miloge na vahan bhi ham se
ہنسنے والوں سے ہنسا کرتے ہیں,hashr se pahle gila karte hain
نامہ بر تجھ کو سلیقہ ہی نہیں,jhank kar rauzan e dar se mujh ko
کام باتوں میں بنا کرتے ہیں,kya vo shokhi se haya karte hain
چلیے عاشق کا جنازہ اٹھا,us ne ehsan jata kar ye kaha
آپ بیٹھے ہویے کیا کرتے ہیں,aap kis munh se gila karte hain
یہ بتاتا نہیں کویی مجھ کو,roz lete hain naya dil dilbar
دل جو آتا ہے تو کیا کرتے ہیں,nahin malum ye kya karte hain
حسن کا حق نہیں رہتا باقی,'dagh' tu dekh to kya hota hai
ہر ادا میں وہ ادا کرتے ہیں,jabr par sabr kiya karte hain
تیر آخر بدل کافر ہے,is nahin ka koi ilaaj nahin
ہم اخیر آج دعا کرتے ہیں,roz kahte hain aap aaj nahin
روتے ہیں غیر کا رونا پہروں,kal jo tha aaj vo mizaj nahin
یہ ہنسی مجھ سے ہنسا کرتے ہیں,is talavvun ka kuchh ilaaj nahin
اس لیے دل کو لگا رکھا ہے,aaina dekhte hi itrae
اس میں محبوب رہا کرتے ہیں,phir ye kya hai agar mizaj nahin
تم ملوگے نہ وہاں بھی ہم سے,le ke dil rakh lo kaam aaega
حشر سے پہلے گلہ کرتے ہیں,go abhi tum ko ehtiyaj nahin
جھانک کر روزن در سے مجھ کو,ho saken ham mizaj dan kyunkar
کیا وہ شوخی سے حیا کرتے ہیں,ham ko milta tira mizaj nahin
اس نے احسان جتا کر یہ کہا,chup lagi lal e jan faza ko tire
آپ کس منہ سے گلہ کرتے ہیں,is masiha ka kuchh ilaaj nahin
روز لیتے ہیں نیا دل دلبر,dil e be muddaa khuda ne diya
نہیں معلوم یہ کیا کرتے ہیں,ab kisi shai ki ehtiyaj nahin
داغؔ تو دیکھ تو کیا ہوتا ہے,khote damon men ye bhi kya thahra
جبر پر صبر کیا کرتے ہیں,dirham e dagh ka rivaj nahin
اس نہیں کا کویی علاج نہیں,be niyazi ki shaan kahti hai
روز کہتے ہیں آپ آج نہیں,bandagi ki kuchh ehtiyaj nahin
کل جو تھا آج وہ مزاج نہیں,dil lagi kijiye raqibon se
اس تلون کا کچھ علاج نہیں,is tarah ka mira mizaj nahin
آینہ دیکھتے ہی اترایے,ishq hai padshah e alam gir
پھر یہ کیا ہے اگر مزاج نہیں,garche zahir men takht o taj nahin
لے کے دل رکھ لو کام آیے گا,dard e furqat ki go dava hai visal
گو ابھی تم کو احتیاج نہیں,is ke qabil bhi har mizaj nahin
ہو سکیں ہم مزاج داں کیونکر,yaas ne kya bujha diya dil ko
ہم کو ملتا ترا مزاج نہیں,ki tadap kaisi ikhtilaj nahin
چپ لگی لعل جاں فزا کو ترے,ham to sirat pasand ashiq hain
اس مسیحا کا کچھ علاج نہیں,khub ru kya jo khush mizaj nahin
دل بے مدعا خدا نے دیا,huur se puchhta huun jannat men
اب کسی شے کی احتیاج نہیں,is jagah kya buton ka raaj nahin
کھوٹے داموں میں یہ بھی کیا ٹھہرا,sabr bhi dil ko 'dagh' de lenge
درہم داغ کا رواج نہیں,abhi kuchh is ki ehtiyaj nahin
بے نیازی کی شان کہتی ہے,jalve miri nigah men kaun o makan ke hain
بندگی کی کچھ احتیاج نہیں,mujh se kahan chhupenge vo aise kahan ke hain
دل لگی کیجیے رقیبوں سے,khulte nahin hain raaz jo soz e nihan ke hain
اس طرح کا مرا مزاج نہیں,kya phutne ke vaste chhale zaban ke hain
عشق ہے پادشاہ عالم گیر,karte hain qatl vo talab e maghfirat ke baad
گرچہ ظاہر میں تخت و تاج نہیں,jo the dua ke haath vahi imtihan ke hain
درد فرقت کی گو دوا ہے وصال,jis roz kuchh sharik hui meri musht e khak
اس کے قابل بھی ہر مزاج نہیں,us roz se zamin pe sitam asman ke hain
یاس نے کیا بجھا دیا دل کو,baazu dikhae tum ne laga kar hazar haath
کہ تڑپ کیسی اختلاج نہیں,puure pade to vo bhi bahut imtihan ke hain
ہم تو سیرت پسند عاشق ہیں,naseh ke samne kabhi sach bolta nahin
خوب رو کیا جو خوش مزاج نہیں,meri zaban men rang tumhari zaban ke hain
حور سے پوچھتا ہوں جنت میں,kaisa javab hazrat e dil dekhiye zara
اس جگہ کیا بتوں کا راج نہیں,paigham bar ke haath men tukde zaban ke hain
صبر بھی دل کو داغؔ دے لیں گے,kya iztirab e shauq ne mujh ko khajil kiya
ابھی کچھ اس کی احتیاج نہیں,vo puchhte hain kahiye irade kahan ke hain
جلوے مری نگاہ میں کون و مکاں کے ہیں,ashiq tire adam ko gae kis qadar tabah
مجھ سے کہاں چھپیں گے وہ ایسے کہاں کے ہیں,puchha har ek ne ye musafir kahan ke hain
کھلتے نہیں ہیں راز جو سوز نہاں کے ہیں,har chand 'dagh' ek hi ayyar hai magar
کیا پھوٹنے کے واسطے چھالے زباں کے ہیں,dushman bhi to chhate hue saare jahan ke hain
کرتے ہیں قتل وہ طلب مغفرت کے بعد,jo ho sakta hai us se vo kisi se ho nahin sakta
جو تھے دعا کے ہاتھ وہی امتحاں کے ہیں,magar dekho to phir kuchh aadmi se ho nahin sakta
جس روز کچھ شریک ہویی میری مشت خاک,mohabbat men kare kya kuchh kisi se ho nahin sakta
اس روز سے زمیں پہ ستم آسماں کے ہیں,mira marna bhi to meri khushi se ho nahin sakta
بازو دکھایے تم نے لگا کر ہزار ہاتھ,alag karna raqibon ka ilahi tujh ko asan hai
پورے پڑے تو وہ بھی بہت امتحاں کے ہیں,mujhe mushkil ki meri bekasi se ho nahin sakta
ناصح کے سامنے کبھی سچ بولتا نہیں,kiya hai vada e farda unhon ne dekhiye kya ho
میری زباں میں رنگ تمہاری زباں کے ہیں,yahan sabr o tahammul aaj hi se ho nahin sakta
کیسا جواب حضرت دل دیکھیے ذرا,ye mushtaq e shahadat kis jagah jaaen kise dhunden
پیغام بر کے ہاتھ میں ٹکڑے زباں کے ہیں,ki tera kaam qatil jab tujhi se ho nahin sakta
کیا اضطراب شوق نے مجھ کو خجل کیا,laga kar tegh qissa paak kijiye dad khvahon ka
وہ پوچھتے ہیں کہیے ارادے کہاں کے ہیں,kisi ka faisla kar munsifi se ho nahin sakta
عاشق ترے عدم کو گیے کس قدر تباہ,mira dushman ba zahir chaar din ko dost hai tera
پوچھا ہر ایک نے یہ مسافر کہاں کے ہیں,kisi ka ho rahe ye har kisi se ho nahin sakta
ہر چند داغؔ ایک ہی عیار ہے مگر,pursish kahoge kya vahan jab yaan ye surat hai
دشمن بھی تو چھٹے ہویے سارے جہاں کے ہیں,ada ik harf e vada nazuki se ho nahin sakta
جو ہو سکتا ہے اس سے وہ کسی سے ہو نہیں سکتا,na kahiye go ki hal e dil magar rang ashna hain ham
مگر دیکھو تو پھر کچھ آدمی سے ہو نہیں سکتا,ye zahir aap ki kya khamushi se ho nahin sakta
محبت میں کرے کیا کچھ کسی سے ہو نہیں سکتا,kiya jo ham ne zalim kya karega ghair munh kya hai
مرا مرنا بھی تو میری خوشی سے ہو نہیں سکتا,kare to sabr aisa aadmi se ho nahin sakta
الگ کرنا رقیبوں کا الہی تجھ کو آساں ہے,chaman men naaz bulbul ne kiya jo apni naale par
مجھے مشکل کہ میری بیکسی سے ہو نہیں سکتا,chatak kar ghuncha bola kya kisi se ho nahin sakta
کیا ہے وعدۂ فردا انہوں نے دیکھیے کیا ہو,nahin gar tujh pe qaabu dil hai par kuchh zor ho apna
یہاں صبر و تحمل آج ہی سے ہو نہیں سکتا,karun kya ye bhi to na taqati se ho nahin sakta
یہ مشتاق شہادت کس جگہ جاییں کسے ڈھونڈیں,na rona hai tariqe ka na hansna hai saliqe ka
کہ تیرا کام قاتل جب تجھی سے ہو نہیں سکتا,pareshani men koi kaam ji se ho nahin sakta
لگا کر تیغ قصہ پاک کیجیے دادخواہوں کا,hua huun is qadar mahjub arz e muddaa kar ke
کسی کا فیصلہ کر منصفی سے ہو نہیں سکتا,ki ab to uzr bhi sharmindagi se ho nahin sakta
مرا دشمن بظاہر چار دن کو دوست ہے تیرا,ghazab men jaan hai kya kiije badla ranj e furqat ka
کسی کا ہو رہے یہ ہر کسی سے ہو نہیں سکتا,badi se kar nahin sakte khushi se ho nahin sakta
پرسش کہو گے کیا وہاں جب یاں یہ صورت ہے,maza jo iztirab e shauq se ashiq ko hai hasil
ادا اک حرف وعدہ نازکی سے ہو نہیں سکتا,vo taslim o raza o bandagi se ho nahin sakta
نہ کہیے گو کہ حال دل مگر رنگ آشنا ہیں ہم,khuda jab dost hai ai 'dagh' kya dushman se andesha
یہ ظاہر آپ کی کیا خامشی سے ہو نہیں سکتا,hamara kuchh kisi ki dushmani se ho nahin sakta
کیا جو ہم نے ظالم کیا کرے گا غیر منہ کیا ہے,kaabe ki hai havas kabhi ku e butan ki hai
کرے تو صبر ایسا آدمی سے ہو نہیں سکتا,mujh ko khabar nahin miri mitti kahan ki hai
چمن میں ناز بلبل نے کیا جو اپنی نالے پر,sun ke mira fasana unhen lutf aa gaya
چٹک کر غنچہ بولا کیا کسی سے ہو نہیں سکتا,sunta huun ab ki roz talab qissa khvan ki hai
نہیں گر تجھ پہ قابو دل ہے پر کچھ زور ہو اپنا,paigham bar ki baat par aapas men ranj kya
کروں کیا یہ بھی تو نا طاقتی سے ہو نہیں سکتا,meri zaban ki hai na tumhari zaban ki hai
نہ رونا ہے طریقے کا نہ ہنسنا ہے سلیقے کا,kuchh tazgi ho lazzat e azar ke liye
پریشانی میں کویی کام جی سے ہو نہیں سکتا,har dam mujhe talash nae asman ki hai
ہوا ہوں اس قدر محجوب عرض مدعا کر کے,jan bar bhi ho gae hain bahut mujh se nim jan
کہ اب تو عذر بھی شرمندگی سے ہو نہیں سکتا,kya gham hai ai tabib jo puuri vahan ki hai
غضب میں جان ہے کیا کیجے بدلہ رنج فرقت کا,hasrat baras rahi hai hamare mazar par
بدی سے کر نہیں سکتے خوشی سے ہو نہیں سکتا,kahte hain sab ye qabr kisi naujavan ki hai
مزا جو اضطراب شوق سے عاشق کو ہے حاصل,vaqt e khiram e naz dikha do juda juda
وہ تسلیم و رضا و بندگی سے ہو نہیں سکتا,ye chaal hashr ki ye ravish asman ki hai
خدا جب دوست ہے اے داغؔ کیا دشمن سے اندیشہ,fursat kahan ki ham se kisi vaqt tu mile
ہمارا کچھ کسی کی دشمنی سے ہو نہیں سکتا,din ghair ka hai raat tire pasban ki hai
کعبے کی ہے ہوس کبھی کویے بتاں کی ہے,qasid ki guftugu se tasalli ho kis tarah
مجھ کو خبر نہیں مری مٹی کہاں کی ہے,chhupti nahin vo baat jo teri zaban ki hai
سن کے مرا فسانہ انہیں لطف آ گیا,jaur e raqib o zulm e falak ka nahin khayal
سنتا ہوں اب کہ روز طلب قصہ خواں کی ہے,tashvish ek khatir e na mehrban ki hai
پیغام بر کی بات پر آپس میں رنج کیا,sun kar mira fasana e gham us ne ye kaha
میری زبان کی ہے نہ تمہاری زباں کی ہے,ho jaae jhuut sach yahi khubi bayan ki hai
کچھ تازگی ہو لذت آزار کے لیے,daman sambhal bandh kamar astin chadha
ہر دم مجھے تلاش نیے آسماں کی ہے,khanjar nikal dil men agar imtihan ki hai
جاں بر بھی ہو گیے ہیں بہت مجھ سے نیم جاں,har har nafas men dil se nikalne laga ghubar
کیا غم ہے اے طبیب جو پوری وہاں کی ہے,kya jaane gard e rah ye kis karvan ki hai
حسرت برس رہی ہے ہمارے مزار پر,kyunki na aate khuld se aadam zamin par
کہتے ہیں سب یہ قبر کسی نوجواں کی ہے,mauzun vahin vo khuub hai jo sunte jahan ki hai
وقت خرام ناز دکھا دو جدا جدا,taqdir se ye puchh raha huun ki ishq men
یہ چال حشر کی یہ روش آسماں کی ہے,tadbir koi bhi sitam e na gahan ki hai
فرصت کہاں کہ ہم سے کسی وقت تو ملے,urdu hai jis ka naam hamin jante hain 'dagh'
دن غیر کا ہے رات ترے پاسباں کی ہے,hindostan men dhuum hamari zaban ki hai
قاصد کی گفتگو سے تسلی ہو کس طرح,kahte hain jis ko huur vo insan tumhin to ho
چھپتی نہیں وہ بات جو تیری زباں کی ہے,jaati hai jis pe jaan miri jaan tumhin to ho
جور رقیب و ظلم فلک کا نہیں خیال,matlab ki kah rahe hain vo daana hamin to hain
تشویش ایک خاطر نامہرباں کی ہے,matlab ki puchhte ho vo nadan tumhin to ho
سن کر مرا فسانۂ غم اس نے یہ کہا,aata hai bad e zulm tumhin ko to rahm bhi
ہو جایے جھوٹ سچ یہی خوبی بیاں کی ہے,apne kiye se dil men pasheman tumhin to ho
دامن سنبھال باندھ کمر آستیں چڑھا,pachhtaoge bahut mire dil ko ujaad kar
خنجر نکال دل میں اگر امتحاں کی ہے,is ghar men aur kaun hai mehman tumhin to ho
ہر ہر نفس میں دل سے نکلنے لگا غبار,ik roz rang laengi ye mehrbaniyan
کیا جانے گرد راہ یہ کس کارواں کی ہے,ham jante the jaan ke khvahan tumhin to ho
کیونکہ نہ آتے خلد سے آدم زمین پر,dildar o dil fareb dil azar o dil sitan
موزوں وہیں وہ خوب ہے جو سنتے جہاں کی ہے,lakhon men ham kahenge ki haan haan tumhin to ho
تقدیر سے یہ پوچھ رہا ہوں کہ عشق میں,karte ho 'dagh' duur se but khane ko salam
تدبیر کویی بھی ستم ناگہاں کی ہے,apni tarah ke ek musalman tumhin to ho
اردو ہے جس کا نام ہمیں جانتے ہیں داغؔ,kaun sa tair e gum gashta use yaad aaya
ہندوستاں میں دھوم ہماری زباں کی ہے,dekhta bhalta har shakh ko sayyad aaya
کہتے ہیں جس کو حور وہ انساں تمہیں تو ہو,mere qaabu men na pahron dil e nashad aaya
جاتی ہے جس پہ جان مری جاں تمہیں تو ہو,vo mira bhulne vaala jo mujhe yaad aaya
مطلب کی کہہ رہے ہیں وہ دانا ہمیں تو ہیں,koi bhula hua andaz e sitam yaad aaya
مطلب کی پوچھتے ہو وہ ناداں تمہیں تو ہو,ki tabassum tujhe zalim dam e be dad aaya
آتا ہے بعد ظلم تمہیں کو تو رحم بھی,laae hain log janaze ki tarah mahshar men
اپنے کیے سے دل میں پشیماں تمہیں تو ہو,kis musibat se tira kushta e bedad aaya
پچھتاؤ گے بہت مرے دل کو اجاڑ کر,jazb e vahshat tire qurban tira kya kahna
اس گھر میں اور کون ہے مہماں تمہیں تو ہو,khinch ke rag rag men mire nashtar e fassad aaya
اک روز رنگ لاییں گی یہ مہربانیاں,us ke jalve ko gharaz kaun o makan se kya tha
ہم جانتے تھے جان کے خواہاں تمہیں تو ہو,daad lene ke liye husn e khuda dad aaya
دل دار و دل فریب دل آزار و دل ستاں,bastiyon se yahi avaz chali aati hai
لاکھوں میں ہم کہیں گے کہ ہاں ہاں تمہیں تو ہو,jo kiya tu ne vo aage tire farhad aaya
کرتے ہو داغؔ دور سے بت خانے کو سلام,dil e viran se raqibon ne muraden pain
اپنی طرح کے ایک مسلماں تمہیں تو ہو,kaam kis kis ke mira khirman e barbad aaya
کون سا طایر گم گشتہ اسے یاد آیا,ishq ke aate hi munh par mire phuli hai basant
دیکھتا بھالتا ہر شاخ کو صیاد آیا,ho gaya zard ye shagird jab ustad aaya
میرے قابو میں نہ پہروں دل ناشاد آیا,ho gaya farz mujhe shauq ka daftar likhna
وہ مرا بھولنے والا جو مجھے یاد آیا,jab mire haath koi khama e faulad aaya
کویی بھولا ہوا انداز ستم یاد آیا,iid hai qatl mira ahl e tamasha ke liye
کہ تبسم تجھے ظالم دم بیداد آیا,sab gale milne lage jab ki vo jallad aaya
لایے ہیں لوگ جنازے کی طرح محشر میں,chain karte hain vahan ranj uthane vaale
کس مصیبت سے ترا کشتۂ بیداد آیا,kaam uqba men hamara dil e nashad aaya
جذب وحشت ترے قربان ترا کیا کہنا,di shab e vasl moazzin ne azaan pichhli raat
کھنچ کے رگ رگ میں مرے نشتر فصاد آیا,haae kam bakht ko kis vaqt khuda yaad aaya
اس کے جلوے کو غرض کون و مکاں سے کیا تھا,mere naale ne sunai hai khari kis kis ko
داد لینے کے لیے حسن خداداد آیا,munh farishton pe ye gustakh ye azad aaya
بستیوں سے یہی آواز چلی آتی ہے,gham e javed ne di mujh ko mubarakbadi
جو کیا تو نے وہ آگے ترے فرہاد آیا,jab suna ye ki unhen sheva e bedad aaya
دل ویراں سے رقیبوں نے مرادیں پاییں,main tamanna e shahadat ka maza bhuul gaya
کام کس کس کے مرا خرمن برباد آیا,aaj is shauq se arman se jallad aaya
عشق کے آتے ہی منہ پر مرے پھولی ہے بسنت,shadiyana jo diya naala o shevan ne diya
ہو گیا زرد یہ شاگرد جب استاد آیا,jab mulaqat ko nashad ki nashad aaya
ہو گیا فرض مجھے شوق کا دفتر لکھنا,lijiye suniye ab afsana e furqat mujh se
جب مرے ہاتھ کویی خامۂ فولاد آیا,aap ne yaad dilaya to mujhe yaad aaya
عید ہے قتل مرا اہل تماشا کے لیے,aap ki bazm men sab kuchh hai magar 'dagh' nahin
سب گلے ملنے لگے جب کہ وہ جلاد آیا,ham ko vo khana kharab aaj bahut yaad aaya
چین کرتے ہیں وہاں رنج اٹھانے والے,khatir se ya lihaz se main maan to gaya
کام عقبی میں ہمارا دل ناشاد آیا,jhuti qasam se aap ka iman to gaya
دی شب وصل موذن نے اذاں پچھلی رات,dil le ke muft kahte hain kuchh kaam ka nahin
ہایے کم بخت کو کس وقت خدا یاد آیا,ulti shikayaten huiin ehsan to gaya
میرے نالے نے سنایی ہے کھری کس کس کو,darta huun dekh kar dil e be arzu ko main
منہ فرشتوں پہ یہ گستاخ یہ آزاد آیا,sunsan ghar ye kyuun na ho mehman to gaya
غم جاوید نے دی مجھ کو مبارک بادی,kya aae rahat aai jo kunj e mazar men
جب سنا یہ کہ انہیں شیوۂ بیداد آیا,vo valvala vo shauq vo arman to gaya
میں تمنایے شہادت کا مزا بھول گیا,dekha hai but kade men jo ai shaikh kuchh na puchh
آج اس شوق سے ارمان سے جلاد آیا,iman ki to ye hai ki iman to gaya
شادیانہ جو دیا نالہ و شیون نے دیا,ifsha e raz e ishq men go zillaten huiin
جب ملاقات کو ناشاد کی ناشاد آیا,lekin use jata to diya jaan to gaya
لیجیے سنیے اب افسانۂ فرقت مجھ سے,go nama bar se khush na hua par hazar shukr
آپ نے یاد دلایا تو مجھے یاد آیا,mujh ko vo mere naam se pahchan to gaya
آپ کی بزم میں سب کچھ ہے مگر داغؔ نہیں,bazm e adu men surat e parvana dil mira
ہم کو وہ خانہ خراب آج بہت یاد آیا,go rashk se jala tire qurban to gaya
خاطر سے یا لحاظ سے میں مان تو گیا,hosh o havas o taab o tavan 'dagh' ja chuke
جھوٹی قسم سے آپ کا ایمان تو گیا,ab ham bhi jaane vaale hain saman to gaya
دل لے کے مفت کہتے ہیں کچھ کام کا نہیں,le chala jaan miri ruuth ke jaana tera
الٹی شکایتیں ہوییں احسان تو گیا,aise aane se to behtar tha na aana tera
ڈرتا ہوں دیکھ کر دل بے آرزو کو میں,apne dil ko bhi bataun na thikana tera
سنسان گھر یہ کیوں نہ ہو مہمان تو گیا,sab ne jaana jo pata ek ne jaana tera
کیا آیے راحت آیی جو کنج مزار میں,tu jo ai zulf pareshan raha karti hai
وہ ولولہ وہ شوق وہ ارمان تو گیا,kis ke ujde hue dil men hai thikana tera
دیکھا ہے بت کدے میں جو اے شیخ کچھ نہ پوچھ,aarzu hi na rahi subh e vatan ki mujh ko
ایمان کی تو یہ ہے کہ ایمان تو گیا,sham e ghurbat hai ajab vaqt suhana tera
افشایے راز عشق میں گو ذلتیں ہوییں,ye samajh kar tujhe ai maut laga rakkha hai
لیکن اسے جتا تو دیا جان تو گیا,kaam aata hai bure vaqt men aana tera
گو نامہ بر سے خوش نہ ہوا پر ہزار شکر,ai dil e shefta men aag lagane vaale
مجھ کو وہ میرے نام سے پہچان تو گیا,rang laaya hai ye lakhe ka jamana tera
بزم عدو میں صورت پروانہ دل مرا,tu khuda to nahin ai naseh e nadan mera
گو رشک سے جلا ترے قربان تو گیا,kya khata ki jo kaha main ne na maana tera
ہوش و حواس و تاب و تواں داغؔ جا چکے,ranj kya vasl e adu ka jo taalluq hi nahin
اب ہم بھی جانے والے ہیں سامان تو گیا,mujh ko vallah hansata hai rulana tera
لے چلا جان مری روٹھ کے جانا تیرا,kaaba o dair men ya chashm o dil e ashiq men
ایسے آنے سے تو بہتر تھا نہ آنا تیرا,inhin do char gharon men hai thikana tera
اپنے دل کو بھی بتاؤں نہ ٹھکانا تیرا,tark e adat se mujhe niind nahin aane ki
سب نے جانا جو پتا ایک نے جانا تیرا,kahin nicha na ho ai gor sirhana tera
تو جو اے زلف پریشان رہا کرتی ہے,main jo kahta huun uthae hain bahut ranj e firaq
کس کے اجڑے ہویے دل میں ہے ٹھکانا تیرا,vo ye kahte hain bada dil hai tavana tera
آرزو ہی نہ رہی صبح وطن کی مجھ کو,bazm e dushman se tujhe kaun utha sakta hai
شام غربت ہے عجب وقت سہانا تیرا,ik qayamat ka uthana hai uthana tera
یہ سمجھ کر تجھے اے موت لگا رکھا ہے,apni ankhon men abhi kaund gai bijli si
کام آتا ہے برے وقت میں آنا تیرا,ham na samjhe ki ye aana hai ki jaana tera
اے دل شیفتہ میں آگ لگانے والے,yuun to kya aaega tu fart e nazakat se yahan
رنگ لایا ہے یہ لاکھے کا جمانا تیرا,sakht dushvar hai dhoke men bhi aana tera
تو خدا تو نہیں اے ناصح ناداں میرا,'dagh' ko yuun vo mitate hain ye farmate hain
کیا خطا کی جو کہا میں نے نہ مانا تیرا,tu badal daal hua naam purana tera
رنج کیا وصل عدو کا جو تعلق ہی نہیں,lutf vo ishq men paae hain ki ji janta hai
مجھ کو واللہ ہنساتا ہے رلانا تیرا,ranj bhi aise uthae hain ki ji janta hai
کعبہ و دیر میں یا چشم و دل عاشق میں,jo zamane ke sitam hain vo zamana jaane
انہیں دو چار گھروں میں ہے ٹھکانا تیرا,tu ne dil itne satae hain ki ji janta hai
ترک عادت سے مجھے نیند نہیں آنے کی,tum nahin jante ab tak ye tumhare andaz
کہیں نیچا نہ ہو اے گور سرہانا تیرا,vo mire dil men samae hain ki ji janta hai
میں جو کہتا ہوں اٹھایے ہیں بہت رنج فراق,inhin qadmon ne tumhare inhin qadmon ki qasam
وہ یہ کہتے ہیں بڑا دل ہے توانا تیرا,khaak men itne milae hain ki ji janta hai
بزم دشمن سے تجھے کون اٹھا سکتا ہے,dosti men tiri dar parda hamare dushman
اک قیامت کا اٹھانا ہے اٹھانا تیرا,is qadar apne parae hain ki ji janta hai
اپنی آنکھوں میں ابھی کوند گیی بجلی سی,maze ishq ke kuchh vahi jante hain
ہم نہ سمجھے کہ یہ آنا ہے کہ جانا تیرا,ki jo maut ko zindagi jante hain
یوں تو کیا آیے گا تو فرط نزاکت سے یہاں,shab e vasl liin un ki itni balaen
سخت دشوار ہے دھوکے میں بھی آنا تیرا,ki hamdam mire haath hi jante hain
داغؔ کو یوں وہ مٹاتے ہیں یہ فرماتے ہیں,na ho dil to kya lutf e azar o rahat
تو بدل ڈال ہوا نام پرانا تیرا,barabar khushi na khushi jante hain
لطف وہ عشق میں پایے ہیں کہ جی جانتا ہے,jo hai mere dil men unhin ko khabar hai
رنج بھی ایسے اٹھایے ہیں کہ جی جانتا ہے,jo main janta huun vahi jante hain
جو زمانے کے ستم ہیں وہ زمانہ جانے,pada huun sar e bazm main dam churae
تو نے دل اتنے ستایے ہیں کہ جی جانتا ہے,magar vo ise be khudi jante hain
تم نہیں جانتے اب تک یہ تمہارے انداز,kahan qadr e ham jins ham jins ko hai
وہ مرے دل میں سمایے ہیں کہ جی جانتا ہے,farishton ko bhi aadmi jante hain
انہیں قدموں نے تمہارے انہیں قدموں کی قسم,kahun hal e dil to kahen us se hasil
خاک میں اتنے ملایے ہیں کہ جی جانتا ہے,sabhi ko khabar hai sabhi jante hain
دوستی میں تری در پردہ ہمارے دشمن,vo nadan anjan bhole hain aise
اس قدر اپنے پرایے ہیں کہ جی جانتا ہے,ki sab sheva e dushmani jante hain
مزے عشق کے کچھ وہی جانتے ہیں,nahin jante is ka anjam kya hai
کہ جو موت کو زندگی جانتے ہیں,vo marna mera dil lagi jante hain
شب وصل لیں ان کی اتنی بلاییں,samajhta hai tu 'dagh' ko rind zahid
کہ ہمدم مرے ہاتھ ہی جانتے ہیں,magar rind us ko vali jante hain
نہ ہو دل تو کیا لطف آزار و راحت,milate ho usi ko khaak men jo dil se milta hai
برابر خوشی ناخوشی جانتے ہیں,miri jaan chahne vaala badi mushkil se milta hai
جو ہے میرے دل میں انہیں کو خبر ہے,kahin hai iid ki shadi kahin matam hai maqtal men
جو میں جانتا ہوں وہی جانتے ہیں,koi qatil se milta hai koi bismil se milta hai
پڑا ہوں سر بزم میں دم چرایے,pas e parda bhi laila haath rakh leti hai ankhon par
مگر وہ اسے بے خودی جانتے ہیں,ghubar e na tavan e qais jab mahmil se milta hai
کہاں قدر ہم جنس ہم جنس کو ہے,bhare hain tujh men vo lakhon hunar ai majma e khubi
فرشتوں کو بھی آدمی جانتے ہیں,mulaqati tira goya bhari mahfil se milta hai
کہوں حال دل تو کہیں اس سے حاصل,mujhe aata hai kya kya rashk vaqt e zabh us se bhi
